,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Typ,Liczba drzwi,Kolor,Zarejestrowany w Polsce,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Hak,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Klimatyzacja manualna,Centralny zamek,Immobilizer,Wspomaganie kierownicy,Poduszki boczne przednie,Napęd,Liczba miejsc,Metalik,Kraj pochodzenia,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Bezwypadkowy,ASR (kontrola trakcji),Klimatyzacja automatyczna,Podgrzewane przednie siedzenia,Światła przeciwmgielne,Alarm,ESP (stabilizacja toru jazdy),Komputer pokładowy,Przyciemniane szyby,Tapicerka welurowa,Radio fabryczne,Alufelgi,Nawigacja GPS,Relingi dachowe,Tempomat,Emisja CO2,Filtr cząstek stałych,Okres gwarancji producenta,Serwisowany w ASO,Asystent parkowania,Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Ogranicznik prędkości,Podgrzewane lusterka boczne,System Start-Stop,Bluetooth,Czujniki parkowania przednie,Elektrycznie ustawiane fotele,Gniazdo USB,Kurtyny powietrzne,Ogrzewanie postojowe,Poduszki boczne tylne,Światła LED,Tempomat aktywny,Czujnik deszczu,Czujniki parkowania tylne,Klimatyzacja czterostrefowa,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,VAT marża,Gniazdo SD,Kamera cofania,Odtwarzacz DVD,Zmieniarka CD,Asystent pasa ruchu,Czujnik martwego pola,MP3,Światła do jazdy dziennej,Światła Xenonowe,Tapicerka skórzana,Wielofunkcyjna kierownica,lub do (przebieg km),Pierwszy właściciel,Elektrochromatyczne lusterko wsteczne,Perłowy,Możliwość finansowania,Elektrochromatyczne lusterka boczne,Faktura VAT,Leasing,Klimatyzacja dwustrefowa,Szyberdach,Dach panoramiczny,Łopatki zmiany biegów,Regulowane zawieszenie,Gwarancja dealerska (w cenie),Tuner TV,Akryl (niemetalizowany),Tuning,Radio niefabryczne,Uszkodzony,HUD (wyświetlacz przezierny),Podgrzewane tylne siedzenia,VIN
88,34700,"10:18, 11 lutego 2021",6079828458,Firmy,Osobowe,Volkswagen,Passat,Variant 2.0 TDI DSG BlueMotion Technology,B7 (2010-2014),2012,233 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Kombi,5,Czarny,,Używane,True,True,True,,,True,True,,True,True,True,True,,5,Tak,,,,,True,,True,True,,True,True,True,True,True,True,,True,True,,,,,,True,True,True,True,,True,,True,True,True,,True,,,,,True,True,,True,,Tak,,,,,,,,True,True,,True,,,True,,Tak,True,,,True,,,,,,,,,,,,,
89,105000,"10:16, 11 lutego 2021",6081698910,Osoby prywatnej,Osobowe,Volkswagen,Passat,Alltrack 2.0 TDI Bi-Turbo SCR 4Mot DSG,B8 (2014-),2017,155 000 km,1 968 cm3,Diesel,240 KM,Automatyczna,Kombi,5,Niebieski,Tak,Używane,True,True,True,,True,True,True,,True,True,True,,4x4 (dołączany ręcznie),5,,Polska,02/05/2017,,Tak,True,True,True,,True,,True,,,True,True,True,True,True,144 g/km,,,Tak,True,True,True,,True,,,True,True,True,True,,,,,,,True,True,,,,,,True,,,,True,,True,True,True,True,,Tak,,,,,Tak,,,,True,True,,,,,,,,,,
90,76000,"10:11, 11 lutego 2021",6080284246,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI BMT Comfortline DSG,B8 (2014-),2016,96 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Kombi,5,Czarny,,Używane,True,True,True,,True,True,True,,True,True,True,,,,,,,,,True,True,,True,True,True,True,True,,True,True,True,True,True,,,,,,True,True,True,,,True,True,True,True,,True,,,,True,,True,True,True,,,,True,,,True,,,True,True,,,True,,,True,,Tak,True,,,,,,True,,,,,,,,,,
91,59500,"10:11, 11 lutego 2021",6080439191,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B8 (2014-),2015,193 534 km,1 598 cm3,Diesel,120 KM,Manualna,Sedan,4,Biały,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,,,,PKL27444,,True,True,True,True,True,True,True,True,,True,True,True,,True,,,,,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,,True,Tak,,True,,,True,True,,True,,True,True,,,True,,Tak,True,,,,True,True,,,,,,,,,,,
92,16500,"10:08, 11 lutego 2021",6082208495,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B6 (2005-2010),2008,165 000 km,1 896 cm3,Diesel,105 KM,Manualna,Kombi,5,Szary,Tak,Używane,True,True,True,,True,,True,,True,True,True,,,5,,,,,,True,True,,,True,True,,,,True,,,True,True,,,,,,,True,True,,,True,True,,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,8500,"09:58, 11 lutego 2021",6080962119,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.5 TDI 4Mot Highline,B5 FL (2000-2005),2004,322 000 km,2 496 cm3,Diesel,180 KM,Manualna,Kombi,5,Inny kolor,Tak,Używane,True,True,True,,True,True,True,,True,True,True,,4x4 (dołączany automatycznie),5,,,03/06/2004,GD001WE,,,True,True,True,True,,True,True,,True,True,,True,True,,,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,
94,4500,"09:58, 11 lutego 2021",6082208326,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.9 TDI,B5 (1996-2000),1999,302 500 km,1 896 cm3,Diesel,90 KM,Manualna,Sedan,4,Srebrny,Tak,Używane,True,True,True,,True,,True,True,True,True,True,,Na przednie koła,5,,,,EL233LU,,,,,True,True,,,True,True,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,Tak,,,,,,,,,,,,,,True,,,,
95,44900,"09:51, 11 lutego 2021",6079363387,Firmy,Osobowe,Volkswagen,Passat,1.8 TSI Comfortline,B7 (2010-2014),2012,111 000 km,1 798 cm3,Benzyna,160 KM,Manualna,Sedan,4,Czarny,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Polska,14/12/2012,,Tak,True,True,,True,,True,True,True,True,True,True,,,True,,,,Tak,,True,True,,,,,,True,True,,,True,,True,,,True,True,,,,Tak,,True,,,,,,,,,True,,Tak,,,,True,,,True,,,,,,,,,,,,,
96,22900,"09:43, 11 lutego 2021",6081810767,Firmy,Osobowe,Volkswagen,Passat,,B6 (2005-2010),2009,199 000 km,1 400 cm3,Benzyna,122 KM,Manualna,Sedan,4,Brązowy,,Używane,True,True,True,,True,True,True,True,True,,True,True,Na przednie koła,5,Tak,Niemcy,,,Tak,True,True,True,True,True,True,True,True,True,,True,,,True,,,,Tak,,,,,True,,True,,,,,,True,,True,,,True,True,,,,Tak,,,,,,,True,,,,,,Tak,True,,,,,,True,,,,,,,,,,,,,
97,10999,"09:37, 11 lutego 2021",6080803770,Osoby prywatnej,Osobowe,Volkswagen,Passat,Variant 1.4 TSI DSG BlueMotion Technology,B6 (2005-2010),2010,170 800 km,1 390 cm3,Benzyna,122 KM,Automatyczna,Kombi,5,Niebieski,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,,12/04/2010,,,True,True,True,True,True,True,True,True,True,True,,True,True,True,140 g/km,,,,True,True,True,True,True,,,,True,,True,True,,,True,,,True,,,,,,True,True,,,,,True,,True,,True,,,True,,,True,,,True,,,,,,,,,,Tak,True,True,
98,19900,"09:26, 11 lutego 2021",6081221608,Firmy,Osobowe,Volkswagen,Passat,2.0 TDI Highline DSG,B7 (2010-2014),2011,313 000 km,1 968 cm3,Diesel,170 KM,Automatyczna,Kombi,5,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,5,Tak,Polska,,,,True,,True,,True,True,True,,,True,True,,,True,139 g/km,,,Tak,,True,True,,,,True,,,,True,,,,,,,True,True,,,,Tak,,,,,,,,,,True,True,,,True,,,,,,True,,,,,,,,,,,,,
99,4590,"09:22, 11 lutego 2021",6078279838,Firmy,Osobowe,Volkswagen,Passat,,B5 (1996-2000),2001,345 000 km,1 896 cm3,Diesel,131 KM,Manualna,Kombi,5,Szary,Tak,Używane,True,True,,,,True,,,True,,True,,Na przednie koła,5,Tak,,,,,,True,,True,,True,True,,True,,True,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,
100,57900,"09:21, 11 lutego 2021",6080858419,Firmy,Osobowe,Volkswagen,Passat,,,2016,99 728 km,1 395 cm3,Benzyna,125 KM,Manualna,Sedan,4,Czarny,Tak,Używane,True,True,True,,,True,True,,True,True,True,True,Na przednie koła,5,,Polska,07/07/2016,WI985EY,Tak,True,,,,,True,True,True,,True,True,True,,True,,,,,,True,True,True,True,True,True,True,True,True,,True,True,,,,,,True,,,,,True,,,,,,,True,,,True,,Tak,True,,Tak,True,Tak,Tak,True,,,,,,,,,,,,,
101,10900,"09:20, 11 lutego 2021",6082175622,Firmy,Osobowe,Volkswagen,Passat,,B5 FL (2000-2005),2001,235 000 km,2 771 cm3,Benzyna,193 KM,Manualna,Kombi,5,Srebrny,,Używane,True,True,True,,True,True,True,,True,True,True,True,4x4 (dołączany automatycznie),5,Tak,Szwajcaria,,,,True,True,True,True,True,True,True,True,,,True,,True,True,,,,Tak,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,True,,True,True,,,,,,,,Tak,,True,,,,,,,,,True,,,,
102,69900,"09:07, 11 lutego 2021",6081809448,Firmy,Osobowe,Volkswagen,Passat,,B8 (2014-),2018,95 689 km,1 798 cm3,Benzyna,180 KM,Manualna,Sedan,4,Niebieski,Tak,Używane,True,True,True,,,True,True,,True,True,True,True,Na przednie koła,5,Tak,Polska,25/09/2018,PO8HK52,,True,True,,,,True,True,,,True,True,,,True,,,,,,True,True,,True,,True,True,True,True,,True,True,,,,,True,True,,,,,,,,,,,,True,,,True,,Tak,,,Tak,,Tak,,,,,,,,,,,,,,,
103,29900,"09:06, 11 lutego 2021",6080384422,Firmy,Osobowe,Volkswagen,Passat,1.6 TDI Trendline CityLine,B7 (2010-2014),2013,257 000 km,1 598 cm3,Diesel,105 KM,Manualna,Kombi,5,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,5,Tak,Inny,09/12/2013,,Tak,True,True,,True,True,True,True,True,,True,True,True,True,True,,,,Tak,True,True,True,True,True,,True,True,True,True,,True,True,,,,,True,True,,,True,Tak,True,True,,,True,,True,True,,,True,,Tak,True,,Tak,,,,True,,,,,,,,,,,,,
104,12500,"09:02, 11 lutego 2021",6079734081,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.9 TDI Comfortline,B6 (2005-2010),2006,318 000 km,1 896 cm3,Diesel,105 KM,Manualna,Sedan,5,Inny kolor,,Używane,True,True,True,,True,True,True,,True,True,True,,,,,,,,,True,,,True,,,True,,,True,True,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,
105,13900,"08:43, 11 lutego 2021",6082207255,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B6 (2005-2010),2006,173 000 km,1 896 cm3,Diesel,105 KM,Manualna,Kombi,5,Czarny,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,24800,"08:37, 11 lutego 2021",6080993306,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI 4Mot Comfortline,B6 (2005-2010),2009,152 000 km,1 968 cm3,Diesel,140 KM,Manualna,Sedan,5,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,,Polska,18/01/2010,ZWA59KF,Tak,True,True,,True,True,,True,,True,True,True,,,True,181 g/km,Tak,,,,,True,True,,,True,,,True,True,,True,,True,,,,True,,,,,,,,True,,,,True,True,,True,,,,,,True,,,True,,,,,,,,,,,,,
107,34900,"08:25, 11 lutego 2021",6082207006,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI Highline DSG,B7 (2010-2014),2011,198 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Kombi,5,Złoty,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,,,,,,True,True,True,,True,,True,,,True,True,True,True,True,135 g/km,,,,,,True,True,True,,True,True,True,True,True,,True,,,,,True,True,,,,,True,,,,,,,,,,True,,,True,,,True,,,True,,,True,,,,,,,,,,
108,86100,"08:06, 11 lutego 2021",6074491302,Firmy,Osobowe,Volkswagen,Passat,,B8 (2014-),2016,24 451 km,3 600 cm3,Benzyna,300 KM,Automatyczna,Sedan,4,Szary,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Stany Zjednoczone,05/06/2016,,,True,True,True,True,True,True,True,,,True,True,,,True,,,,,True,True,True,,True,True,True,,True,True,True,True,True,,,True,True,True,True,,,,,True,True,,,True,True,True,True,,True,True,24 451 km,,True,,,True,Tak,,True,True,,True,,,,,,,,,,
109,20200,"07:44, 11 lutego 2021",6080025206,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B6 (2005-2010),2005,263 500 km,1 595 cm3,Benzyna+LPG,102 KM,Manualna,Kombi,5,Zielony,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,5,,,16/08/2005,SG7211U,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,True,True,,True,True,True,,True,True,True,,True,,True,,,True,True,,True,,,,,,,,,,True,True,True,True,,,True,Tak,,,,,True,,,,,,,,,,,,True,
110,17500,"07:30, 11 lutego 2021",6067768592,Firmy,Osobowe,Volkswagen,Passat,,B1 (1973-1981),2008,190 000 km,2 000 cm3,Diesel,140 KM,Automatyczna,Sedan,4,Niebieski,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,Na przednie koła,5,Tak,,,,,True,,,True,,True,True,,,True,,,,,,,,Tak,,,True,,,,True,,,,,,True,,,,,,,,,,Tak,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
111,5999,"07:20, 11 lutego 2021",6081184998,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 FL (2000-2005),B5 FL (2000-2005),2004,318 000 km,1 896 cm3,Diesel,130 KM,Manualna,Kombi,5,Biały,Tak,Używane,True,True,True,,True,True,,,True,True,True,,Na przednie koła,5,Tak,,,,Tak,,,,,True,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,
112,31900,"07:14, 11 lutego 2021",6079708548,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B7 (2010-2014),2011,202 000 km,1 398 cm3,Benzyna+LPG,125 KM,Manualna,Sedan,5,Biały,Tak,Używane,True,True,True,,True,True,True,True,True,True,True,True,Na przednie koła,5,,,,,Tak,True,,,True,True,True,True,True,,True,True,,,True,,,,,,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,True,True,,True,,,True,,,,,,,True,True,True,,,,True,,,True,,,True,,,,,,,,,,,,,
113,36900,"07:01, 11 lutego 2021",6080337653,Firmy,Osobowe,Volkswagen,Passat,2.0 TDI Comfortline DSG,B7 (2010-2014),2013,114 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Kombi,5,Czarny,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Niemcy,,,,True,True,,True,,True,True,True,True,True,True,True,,True,135 g/km,,,,,True,True,True,,True,,True,True,True,,True,True,True,,,,True,True,,,,Tak,,,,,,,,True,,,True,,,,,,True,,,True,,,True,,,,,,,,,,
114,52500,"06:39, 11 lutego 2021",6080830173,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI BMT Comfortline,B8 (2014-),2015,167 000 km,1 968 cm3,Diesel,150 KM,Manualna,Kombi,5,Brązowy,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,,,,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,110 g/km,Tak,,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,,,,True,True,,,,,True,True,,,True,,,True,,,True,,,,,,,,,,,,,,,True,
115,50800,"23:42, 10 lutego 2021",6082205633,Firmy,Osobowe,Volkswagen,Passat,,B8 (2014-),2016,228 001 km,1 798 cm3,Benzyna,179 KM,Manualna,Kombi,5,Niebieski,Tak,Używane,True,True,,,True,True,,,True,True,True,,Na przednie koła,5,Tak,Polska,06/10/2016,WE909NE,Tak,True,True,True,True,True,True,True,,,True,True,True,True,True,135 g/km,,,Tak,,True,True,True,True,True,True,True,True,True,,True,,,,True,True,True,True,,,,,True,True,,True,,,True,True,True,,True,,,True,,,,Tak,,True,,,,,,,,,,,,,
116,13990,"23:13, 10 lutego 2021",6081805959,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI Trendline,B6 (2005-2010),2007,272 869 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,5,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,5,,Czechy,12/06/2007,DW1GM39,Tak,,True,True,,,True,True,True,True,True,True,,True,True,156 g/km,,,,,,,,True,,,,,,,,True,,,,,True,,,,,,,,,,,,True,,,,,,,True,,,,,,True,,,,,,,,,,,,,
117,36000,"22:40, 10 lutego 2021",6080993568,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI 4Motion BlueMotion Technol,B7 (2010-2014),2011,223 000 km,1 968 cm3,Diesel,140 KM,Manualna,Sedan,4,Czarny,Tak,Używane,True,True,True,,,True,True,,True,True,True,,4x4 (dołączany automatycznie),5,Tak,,,WR926AP,,True,True,,True,,True,True,True,,,True,True,,True,137 g/km,,,,,,True,,,,,True,True,True,True,True,,,,,,True,True,,,,,,True,,,True,,,,,,True,,,True,,,True,,,,,,,,,,,,,,,,
118,59999,"22:26, 10 lutego 2021",6082204608,Osoby prywatnej,Osobowe,Volkswagen,Passat,Variant 2.0 TDI DSG (BlueMotion Technology),B8 (2014-),2016,222 596 km,1 968 cm3,Diesel,150 KM,Automatyczna,Kombi,5,Szary,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,,,,ZGY31033,,True,True,True,True,True,True,True,True,,True,True,True,True,True,121 g/km,,,Tak,True,,True,True,True,True,True,True,True,True,,True,True,,,True,,,True,,,,,True,,True,True,,,True,True,,True,True,,,True,Tak,,True,,,True,,,True,,,,,,,,,,
119,6600,"22:10, 10 lutego 2021",6080839093,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.9 TDI Highline,B5 FL (2000-2005),2002,390 400 km,1 896 cm3,Diesel,130 KM,Manualna,Kombi,5,Złoty,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,,29/05/2002,RBIH509,Tak,True,True,True,,,True,True,True,,True,True,True,True,True,,,,,,,True,,,,True,,,,,True,,,,,,,,,,,,True,,,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,
120,15900,"22:02, 10 lutego 2021",6082069423,Firmy,Osobowe,Volkswagen,Passat,2.0 TDI Comfortline,B6 (2005-2010),2007,225 104 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,5,Srebrny,,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Niemcy,10/02/2008,HGS,Tak,True,True,True,True,True,True,True,,True,True,,True,True,True,119 g/km,,,Tak,,True,True,True,True,,True,,True,True,True,True,True,,,,,True,True,,True,True,Tak,,,,,,,True,,,True,,,Tak,,,Tak,,,,True,,,,,,,,,,,,,
121,20900,"22:01, 10 lutego 2021",6081805608,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI Comfortline DSG,B6 (2005-2010),2010,345 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Kombi,5,Srebrny,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Polska,19/03/2010,,Tak,True,True,True,True,,,True,,True,True,True,,True,True,135 g/km,,,,,,True,True,True,,True,,True,True,True,,True,,True,,,,True,,,,,True,,,True,,,True,,,,True,,,True,,,,,,True,,,True,,,,,,,,,,
122,26900,"21:51, 10 lutego 2021",6081508340,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.4 TSI BMT Comfortline,B7 (2010-2014),2011,105 699 km,1 390 cm3,Benzyna,122 KM,Manualna,Kombi,5,Srebrny,,Używane,True,True,True,True,True,True,True,,True,True,True,,Na przednie koła,5,,,,,,,True,True,True,True,True,True,True,True,True,,,True,True,142 g/km,,,,True,True,True,,True,,True,,True,True,,True,True,,,,,True,True,,,,,,,,,,,True,True,,,True,,,True,,,True,,,True,,,,,,,,,,,,,
123,6699,"21:47, 10 lutego 2021",6075361100,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B3 (1988-1993),1991,212 000 km,2 000 cm3,Benzyna,115 KM,Manualna,Kombi,,Niebieski,,Używane,True,,,,,True,,,True,True,True,,,,Tak,Niemcy,,,Tak,,,,,,,,,True,True,True,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,True,,,,,,,,,,,,
124,8600,"21:34, 10 lutego 2021",6081507316,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B5 FL (2000-2005),2004,409 536 km,1 984 cm3,Benzyna+LPG,115 KM,Manualna,Kombi,5,Srebrny,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Niemcy,21/10/2004,LBI29896,,,True,True,True,True,True,True,True,,,True,,True,True,,,,,,,True,True,,,True,,True,,,True,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,
125,32000,"21:30, 10 lutego 2021",6082203520,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI Comfortline,B7 (2010-2014),2011,205 390 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,5,Srebrny,,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Szwecja,,,Tak,True,True,True,True,True,True,True,,,True,True,True,True,True,119 g/km,,,Tak,,True,True,True,True,,True,,,True,True,True,True,True,True,True,True,True,True,,True,True,Tak,True,True,,True,,,,True,True,True,True,,Tak,,,Tak,,,,True,,,,,,,,,,,,True,
126,24400,"21:30, 10 lutego 2021",6082203858,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TSI Comfortline Tiptr,B6 (2005-2010),2009,150 000 km,1 984 cm3,Benzyna,200 KM,Automatyczna,Sedan,4,Srebrny,Tak,Używane,True,True,True,True,True,True,True,,True,,True,True,Na przednie koła,5,,,09/04/2009,WM7447G,Tak,,True,,True,True,,True,True,True,True,True,,,True,207 g/km,,,Tak,,,True,True,True,,True,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
127,14300,"21:29, 10 lutego 2021",6081805412,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.9 TDI Comfortline,B6 (2005-2010),2006,320 000 km,1 896 cm3,Diesel,105 KM,Manualna,Kombi,5,Szary,Tak,Używane,,,True,True,,True,True,,True,True,True,,Na przednie koła,5,,Polska,13/01/2006,,,,True,,True,,True,True,,,True,,,True,True,153 g/km,,,,,True,True,,True,,True,,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
128,59000,"21:25, 10 lutego 2021",6080557351,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B8 (2014-),2019,9 000 km,1 498 cm3,Benzyna,150 KM,Manualna,Sedan,,Biały,Tak,Używane,,,,,,,,,,,,,,,,Wielka Brytania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 000 km,,,,Tak,,,,,,,,,,,,,,,,,
129,19500,"21:24, 10 lutego 2021",6081185252,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI DPF Highline,,2006,194 000 km,1 968 cm3,Diesel,170 KM,Manualna,Kombi,5,Inny kolor,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,,,,,,,True,,True,True,,True,,True,,,,True,True,True,,,,,,True,True,True,True,,True,,True,True,True,True,True,True,True,,,True,True,,,,,True,,True,,,,,True,True,,True,,Tak,True,,,,,,True,,,,,,,,,True,,,True,
130,54900,"21:16, 10 lutego 2021",6068500963,Firmy,Osobowe,Volkswagen,Passat,,B8 (2014-),2015,149 000 km,2 000 cm3,Diesel,150 KM,Automatyczna,Kombi,5,Brązowy,,Używane,True,True,True,,True,True,True,True,True,,True,True,Na przednie koła,5,Tak,Francja,,,,True,True,,True,,True,True,,,True,True,True,True,True,,,,,True,True,True,True,True,,True,True,True,True,,True,True,,True,True,,True,True,,,,,,,,,,,True,True,,,True,,,,,,,Tak,,True,,,,,,,,,,,,,
131,91389,"21:13, 10 lutego 2021",6078442709,Osoby prywatnej,Osobowe,Volkswagen,Passat,Alltrack 2.0 TDI SCR 4Mot DSG,B8 (2014-),2016,84 795 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5,Niebieski,Tak,Używane,True,True,True,,True,True,True,,True,,True,True,,5,Tak,,,,Tak,True,True,True,,True,True,True,True,,True,True,True,True,,,,,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,,True,,True,,True,,True,True,True,True,,,,,Tak,True,,,True,Tak,,,,,,,,,,,,,,,
132,8500,"21:04, 10 lutego 2021",6065930388,Firmy,Osobowe,Volkswagen,Passat,,B5 FL (2000-2005),2001,203 000 km,1 600 cm3,Benzyna,102 KM,Manualna,Kombi,5,Srebrny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,5,Tak,,,,,True,True,,True,True,True,,True,,,,,True,,,,,Tak,,,,True,,,True,,,,,True,,,,,,,,,,,Tak,,,,,,,True,,,,,,Tak,,,Tak,,,,,,,,,,,,,,,,,
133,17900,"21:00, 10 lutego 2021",6081439413,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B6 (2005-2010),2006,228 934 km,1 896 cm3,Diesel,105 KM,Manualna,Kombi,5,Srebrny,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Niemcy,,,Tak,True,True,True,True,True,True,True,True,True,True,True,,True,True,153 g/km,,,Tak,,True,,,True,,True,,,,,,True,,True,,,True,,,,,,,,,,,,True,,,,,,,True,,Tak,,,,,,,,,,,,,,,,,
134,33900,"20:30, 10 lutego 2021",6082202906,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B7 (2010-2014),2012,281 715 km,1 968 cm3,Diesel,170 KM,Automatyczna,Kombi,5,Czarny,,Używane,,,,,,,,,,,,,,,,,,DLU43315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
